,tags_urgents,tags_featured,jobs_title,companies_name,companies_link,companies_calcifications,companies_locations_after,short_descriptions,how_longs
6335,...,...,auxiliar operativo carnes exito san martin,grupo éxito,https://co.computrabajo.com/grupoexito,"4,4","bogotá, d.c., bogotá, d.c.",nos encontramos en la búsqueda de auxiliar surtido y fruver. su misión: misión: ejecutar los cortes de acuerdo a lo...,ayer
6336,...,...,auxiliar comidas preparadas exito floresta,grupo éxito,https://co.computrabajo.com/grupoexito,"4,4","bogotá, d.c., bogotá, d.c.",grupo éxito requiere para su equipo de trabajo personal con experiencia reciente en procesos de manipulación y/o...,ayer
6337,...,empleo destacado,vendedor externo p.a.p,electrojaponesa s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-electrojaponesa-sa-8231C90C50586B16,"4,2","caldas, chinchiná","si tienes experienciaen ventas p.a.p y excelente servicio al cliente, ¡esta es tu oportunidad!. reconocida empresa...",ayer
6338,se precisa urgente,...,auxiliar de servicios generales,...,...,...,"valle del cauca, cali","importante peluqueria requiere auxiliar de servicios generales y peluquería.con experiencia en atención a cliente ,...",ayer
6339,...,...,forma parte de nuestro equipo!! buscamos bachilleres con o sin experiencia,...,...,...,"santander, bucaramanga",¡te invitamos a ser parte de nuestro equipo! contratación inmediata y directa! si tienes amplias habilidades en...,ayer
6340,se precisa urgente,empleo destacado,tecnólogo en radiología e imágenes diagnosticas,gsmed sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gsmed-sas-C562828045AB9827,...,"bogotá, d.c., bogotá, d.c.",importante empresa comercializadora de equipos médicos requiere para su equipo de trabajo técnico o tecnólogo en...,ayer
6341,se precisa urgente,empleo destacado,aprendices administrativos,fundacion clinica del norte,https://co.computrabajo.com/fundacion-clinica-del-norte,"4,5","antioquia, bello",la fundación clínica del norte se encuentra en búsqueda para formar parte de su equipo de trabajo de aprendices por...,ayer
6342,...,...,administrador comercial venta de ropa,...,...,...,"antioquia, santa rosa de osos","somos una organización centrada en las personas, con un propósito superior de mejorar la calidad de vida de nuestros...",ayer
6343,...,...,auxiliar operativo financiero,tessi colombia s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-legiactuar-sas-0953255252F76B31,"4,2","antioquia, medellín",¡ estamos en busca del mejor talento ! multinacional bpo encargada de tercerizar procesos a entidades financieras esta...,ayer
6344,...,...,conductor c2,imbocar s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-imbocar-sas-3028E24F8E160E98,"4,1","antioquia, caldas","nuestra compañía te brindara estabilidad, bienestar integral, desarrollo constante, reconocimiento y cercanía. tu...",ayer
6345,...,...,auxiliar contabilidad,grupo empresarial camacho,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-grupo-empresarial-camacho-127B8D0381910BA3,"4,3","santander, bucaramanga","importante grupo empresarial de la ciudad de bucaramanga, requiere personaltécnico, tecnólogo en carreras...",ayer
6346,...,...,soporte tecnico,...,...,...,"valle del cauca, cali","se solicita urgente tecnólogo de soporte,con experiencia en manejo de personal, soporte técnico en terreno,...",ayer
6347,...,empleo destacado,auxiliar de servicios bogota,imbera servicios colombia s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-imbera-servicios-colombia-sas-83D52E055BE2D3EC,"4,2","bogotá, d.c., bogotá, d.c.","importante empresa de refrigeración comercial, se encuentra en la búsqueda de auxiliar de servicios. con estudio...",ayer
6348,...,...,auxiliar de reparto,...,...,...,"antioquia, itagüí",anímate a participar en nuestra gran convocatorio objetivo del cargo: cargue y descargue de la mercancía - garantizar...,ayer
6349,...,empleo destacado,coordinador operativo linea de salud w 4292,outsourcing servicios informaticos s a outsourcing s a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-outsourcing-contact-center-E8B4C78F158F6B62,"4,3","bogotá, d.c., bogotá, d.c.",agregar valor a nuestros clientes brindando una información acertada y oportuna. 1. velar por el cumplimiento de los...,ayer
6350,...,...,regente de farmacia,quimio salud ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-quimio-salud-ltda-1C7DFDCD8BB47BA3,...,"bolívar, cartagena de indias","se requiere regente de farmacia para cubrir periodo de incapacidad. dentro de la funciones esta solicitud de pedidos,...",ayer
6351,...,...,bachiller para ventas,teleperformance colombia,https://co.computrabajo.com/teleperformance,"4,3","antioquia, medellín","gran oferta laboral aplica a nuestra línea de servicio al cliente, donde tendrás oportunidades de crecimiento y...",ayer
6352,...,...,"asesor de imagen, surtidores",ncs s.a.s.,https://co.computrabajo.com/quest,"4,3","cauca, popayán","nos encontramos interesados de que hagas parte de nuestro equipo de temporada de fin de año quest 2022, si cuentas con...",ayer
6353,...,...,pizzero/a pereira,domioriente sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-domioriente-sas-5F7F787245740F32,"4,2","risaralda, pereira",¡te estamos esperando! forma parte de nuestro equipo e intégrate a la marca líder de pizzerías y desempéñate como...,ayer
6354,se precisa urgente,empleo destacado,representante de ventas,cosmeticos mye &cia sociedad en comandita simple,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cosmeticos-mye-cia-sociedad-en-comandita-simple-9AFA332F62A56180,...,"quindio, armenia","profesional de ventas, administrador de empresa o carreras afines, con más de 3 años de experiencia en cargos...",ayer
6355,...,...,tecnico o tecnologo en sistemas,arus s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-enlace-operativo-compuredes-0E4DA0E4460A0339,"4,4","antioquia, rionegro","en arus, queremos conocerte, que compartas tu talento con nosotros y hagas parte de nuestro equipo. somos una compañía...",ayer
6356,...,...,tecnologo en redes de datos con conocimientos en cisco y avaya medellín,arus s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-enlace-operativo-compuredes-0E4DA0E4460A0339,"4,4","antioquia, medellín",la compañía arus requiere para su equipo de trabajo tecnólogo en redes de datos que desarrolle las actividades...,ayer
6357,...,empleo destacado,guardia de seguridad control de acceso,delthac 1 seguridad ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-delthac-1-seguridad-ltda-196D268D4A54FDAD,"4,3","santander, bucaramanga",requerimos guardias de seguridad que cuenten con experiencia mínima de un año en el sector seguridad y tenga los...,ayer
6358,...,...,islero / vendedor de servicio,grupo eds autogas sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-autogas-de-colombia-A958471ACDEA2DCD,"4,2","cundinamarca, mosquera",importante empresa del sector de combustible requiere para su equipo de trabajo personas bachilleres graduadas con...,ayer
6359,...,...,asesor call center fines de semana,grupo c b c s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-grupo-c-b-c-sas-CFD13139A3323135,"4,1","bogotá, d.c., bogotá, d.c.",en grupo cbc s.a.s. buscamos personas apasionadas y comprometidas con su labor para que hagan parte del mejor equipo...,ayer
6360,...,...,asistente para producción de material didáctico,pc micros s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-pc-micros-ltda-5838A6D48131E9B7,"4,1","bogotá, d.c., bogotá, d.c.",se requiere auxiliar administrativa para trabajar en briseño la interesada debe tener amplias habilidades en...,ayer
6361,...,...,cajero administrativo sala de ventas armenia,materiales emo sociedad por acciones simplificadas s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-materiales-emo-sas-BE29B92F7B47D95E,"4,3","quindio, armenia","materiales emo s.a.s. requiere para su equipo de trabajo en su sala de ventas de armenia, cajero administrativo (a)...",ayer
6362,...,...,asesor empresarial pymes (asesor comercial),corporación interactuar,https://co.computrabajo.com/corporacioninteractuar,...,"antioquia, medellín",propósito central: administrar la relación con los empresarios actuales y potenciales del segmento de empresas en...,ayer
6363,...,...,jefe canal moderno,dyna & cia s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dynacia-sa--3802534B0E2D40C8,"4,4","antioquia, bello","somos dyna & cía s.a., una de las empresas más grande del país en comercialización de productos para ferretería. hoy...",ayer
6364,...,empleo destacado,recepcionista/botones hotel splendor,interactua servicios ltda.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-interactua-servicios-ltda-FFAC17E36E38E169,"4,2","bogotá, d.c., bogotá, d.c.","importante hotel esta en busca de recepcionista s, botones, camareras, hotelero conexperiencia minimo de (6) seis...",ayer
6365,...,...,asesor comercial,...,...,...,"cundinamarca, funza","¿eres profesional recién egresado o tecnologo en mercadeo, ventas, ingeniería industrial o química y cuentas con 3...",ayer
6366,...,empleo destacado,analista linux y windows en bucaramanga,pro-h s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-proh-sa-5311924CDAC1B4E4,...,"santander, bucaramanga",nos encontramos en la búsqueda de tecnólogo en sistemas o telecomunicaciones con más de 2 años de experiencia en...,ayer
6367,se precisa urgente,empleo destacado,asesor comercial,enciso ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-enciso-ltda-3FAAB025E5E4A320,"4,0","valle del cauca, cali",importante empresa comercializadora de productos de seguridad industrial y ferretería requiere asesores comerciales...,ayer
6369,...,...,transferencista en ventas neiva y pitalito,caja de compensacion familiar del huila,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-agencia-de-empleo-comfahuila-9CC82AE395689C65,"4,0","huila, neiva","empresa farmacéutica requiere para su equipo 2 puestos de trabajo transferencista, para laborar en neiva y pitalito....",ayer
6370,se precisa urgente,empleo destacado,auxiliar administrativo/a,eurometric colombia ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-eurometric-colombia-ltda-26774C629BADEE5E,"4,0","bogotá, d.c., bogotá, d.c.","importante laboratorio de calibración, busca para su equipo de trabajo auxiliar administrativo con experiencia en...",ayer
6371,se precisa urgente,empleo destacado,gerente regional servicio/talleres,navitrans colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-navitrans-sa-FEA59AC76B9CF9CF,"4,4","atlántico, barranquilla","navitrans requiere para su equipo de trabajo gerente regional servicio, responsable de garantizar la solución integral...",ayer
6372,se precisa urgente,empleo destacado,operadora de medios o radio operadora bogota,seguridad eurovic de colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-seguridad-eurovic-de-colombia-0E43EB5602E628EB,"4,0","bogotá, d.c., bogotá, d.c.",se requiere personal femenino para trabajar como radio operadora en la ciudad de bogotá requisitos los candidatos...,ayer
6373,...,...,coordinador de operaciones,espumados s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espumados-sa-F72F1D5895940D0F,"4,3","antioquia, la estrella","empresa de transporte requiere para su equipo de trabajo, coordinador de operaciones que lidere, controle y coordine...",ayer
6374,...,...,vigilante bogota urgente,seguridad eurovic de colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-seguridad-eurovic-de-colombia-0E43EB5602E628EB,"4,0","bogotá, d.c., bogotá, d.c.",se requiere personal masculino y femenino para trabajar como guarda de seguridad en zonas residenciales en la ciudad...,ayer
6375,...,...,asesor comercial,expansion jl sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-expansion-jl-sas-4F752776CBCE01B3,...,"cundinamarca, fusagasugá",!requerimos personal como tú! si eres bachiller con 1 año de experiencia en ventas y/o servicio al cliente (deseable...,ayer
6376,...,...,coordinador de cartera,grupo empresarial dinámica s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-grupo-empresarial-dinamica-sas-4AFDF8526FD5A3AF,"3,6","risaralda, pereira","reconocida empresa especializada en soluciones jurídicas integrales, requiere profesional en administración...",ayer
6377,...,...,ejecutivo comercial,exela servicios temporales s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-exela-servicios-temporales-sa-AF8AC147472AFE5D,"4,2","antioquia, medellín","estamos en búsqueda de talentos con experiencia como la tuya, exela s.a se encuentra en búsqueda de ejecutivo...",ayer
6378,...,...,cajero rotativo,expofaro s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-expofaro-sa-92521413D092DC46,...,"antioquia, medellín",¡en levi´s colombia te estamos buscando! actualmente nos encontramos en búsqueda de un cajero / asesor o asesora...,ayer
6380,se precisa urgente,empleo destacado,ejecutivo de cuenta,comfenalco antioquia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-comfenalco-antioquia-F487CEF83BFB9256,"4,6","antioquia, andes",estamos en la búsqueda detecnólogos o estudiantes de carrera profesional de séptimo semestre en adelante áreas...,ayer
6381,...,...,operario/a papa johns,aco (alimentos al consumidor) / nutresa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de--aco-alimentos-al-consumidor-nutresa-73D1B242B65A5F8A,"4,3","antioquia, medellín",¿quieres trabajar en una de las empresas más importantes del país? esta es tu oportunidad. alimentos al consumidor de...,ayer
6382,...,...,lider comercial,...,...,...,"antioquia, medellín","importante empresa en el sector salud de la ciudad de medellín requiere para su equipo de trabajo líder comercial,...",ayer
6383,...,...,atención al cliente / ventas,winner group sa.,https://co.computrabajo.com/winnergroup,"4,4","bolívar, cartagena de indias",importante multinacional requiere personal con experiencia laboral en cargos comerciales y/o de servicio al cliente...,ayer
6384,...,empleo destacado,auxiliar de casino,casinos y negocios la estrella sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-casinos-y-negocios-la-estrella-6CEA1642323D59FF,"4,6","bogotá, d.c., bogotá, d.c.","prestigiosa empresa de casinos, busca para su equipo de trabajo auxiliares de casino con experiencia en servicio al...",ayer
6385,se precisa urgente,empleo destacado,auxiliar de farmacia,farmatodo colombia s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-farmatodo-colombia-sa-C580F90322F17B44,"4,5","antioquia, medellín",importante empresa del sector retail requierere técnicos en servicios farmacéuticos con experiencia mínima de un año...,ayer
6386,...,empleo destacado,auxiliar de farmacia,farmatodo colombia s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-farmatodo-colombia-sa-C580F90322F17B44,"4,5","atlántico, barranquilla",importante empresa del sector retail requiere técnicos en servicios farmacéuticos con experiencia mínima de un año en...,ayer
6387,...,...,auxiliar de mantenimiento,fundación cardiovascular de colombia.,https://co.computrabajo.com/fvc,"4,6","santander, bucaramanga","la fundación cardiovascular de colombia, requiere para su equipo de colaboradores bachiller, técnico o tecnólogo...",ayer
6388,...,...,auxiliar de apoyo administrativo de gestión asistencial,fundación cardiovascular de colombia.,https://co.computrabajo.com/fvc,"4,6","santander, floridablanca",la fundación cardiovascular de colombia requiere para su equipo de trabajo técnicos o tecnólogos en carreras...,ayer
6389,...,...,dealer sin experiencia academia,casinos y negocios la estrella sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-casinos-y-negocios-la-estrella-6CEA1642323D59FF,"4,6","bogotá, d.c., bogotá, d.c.",prestigiosa empresa de casinos de juegos de azar requiere personal con experiencia en servicio al cliente para iniciar...,ayer
6390,...,...,asesor/a,cobroactivo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cobroactivo-sas-D5816C7DC8A36769,"4,1","bogotá, d.c., bogotá, d.c.",importante empresa requiere para su equipo de trabajo asesor cobranzas pre- jurídico para gestionar el cobro a partir...,ayer
6391,se precisa urgente,empleo destacado,profesional en seguridad y salud en el trabajo,aza s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-aza-sas-A9882FB0FA4BB6C3,...,"antioquia, rionegro","aza gestion del riesgo requiere para su equipo de trabajo profesional en seguridad y salud en el trabajo, que resida...",ayer
6392,...,...,ejecutivo de cuenta master,omnisalud s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-clinica-omnisalud-4EF07FF572139D54,"4,2","bogotá, d.c., bogotá, d.c.","¡estamos buscando talentos como tu! reconocida ips especializada en salud ocupacional y odontología, requiere para su...",ayer
6393,...,...,customer service representative,majorel colombia,https://co.computrabajo.com/majorel,"4,4","atlántico, barranquilla",¡¡gran oportunidad laboral en barranquilla!! majorel es una empresa multinacional líder en servicios de atención al...,ayer
6394,se precisa urgente,...,mercaimpulsador tat,canela by elvira burgos s a s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-canela-by-elvira-burgos-s-a-s--A24654083F1449D1,...,"antioquia, medellín","la empresa canela by elvira burgos sas, manufacturera de ropa íntima y control y depostiva, requiere para su equipo de...",ayer
6395,se precisa urgente,empleo destacado,técnicos de monitoreo,ingeal s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ingeal-sa-030B72FD53EBCCF6,"4,0","bogotá, d.c., bogotá, d.c.","técnico o tecnólogo en electricidad, electromecánica, electrónica, mecánica, mecatrónica o en instalaciones eléctricas...",ayer
6396,se precisa urgente,empleo destacado,representate tecnico comercial casanare (ingeniero agronomo),...,...,...,"casanare, yopal","empresa del sector agrícola, requiriere para su equipo de trabajo en el área comercial, profesional con mas de tres...",ayer
6397,...,...,coordinador de asesores comerciales inmobiliarios,acrecer s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-acrecer-sas-6BC240CCD2E9F57C,...,"antioquia, medellín",¡en #acrecer buscamos #coordinadordeasesorescomerciales sede #medellín para escribir una nueva historia inmobiliaria...,ayer
6398,...,...,asistente administrativo comercial,aeropuertos de oriente s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-aeropuertos-de-oriente-sas-53E1559D44C8119B,...,"bogotá, d.c., bogotá, d.c.",nos encontramos buscando al mejor talento para nuestro equipo: asistente comercial. tecnólogo graduado o bien...,ayer
6399,...,...,profesional de nómina,contacto estratégico sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-contacto-estrategico-sas-0C20FD033EAD3B22,...,"bogotá, d.c., bogotá, d.c.","importante empresa de servicios busca vincular a su equipo de trabajo profesional de nómina, tecnólogo o profesional...",ayer
6400,...,...,ingeniero de telecomunicaciones o afines,act telematica s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-act-telematica-sa-B063DE13A182DA2D,"4,1","bogotá, d.c., bogotá, d.c.",importante empresa de telecomunicaciones esta en la busqueda de ingeniero de telecomunicaciones o afines estudiante o...,ayer
6401,se precisa urgente,empleo destacado,ingeniero de desarrollo y soporte,ashe s . a . s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ashe-sa-F01623FA9982A9EB,"4,2","valle del cauca, yumbo",descripción importante empresa del sector del papel se encuentra en búsqueda de ingeniero de desarrollo y soporte que...,ayer
6402,se precisa urgente,empleo destacado,"ingeniero mecánico, eléctrico o electromecánico",altamira water ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-altamira-water-ltda-E03AEF85F95BD9AE,"4,2","tolima, ibagué","se solicita profesional en ingeniería mecánica, eléctrica o electromecánica, con conocimientos en hidráulica y...",ayer
6403,se precisa urgente,empleo destacado,auxiliar de despachos externo,tcc,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-tcc--1A114FDC9D8CC2EA,"4,4","valle del cauca, yumbo",importante empresa del sector logístico se encuentra en la búsqueda de un auxiliar de despachos externo que...,ayer
6404,...,...,guarda,autopacifico s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-autopacifico-sa-4A93384EA8B336D2,"4,4","valle del cauca, cali","si eres un apasionado por el servicio, te invitamos a ser parte de nuestra familia. somos una empresa del sector...",ayer
6405,...,empleo destacado,ejecutiva comercial,...,...,...,"bogotá, d.c., bogotá, d.c.","posición: importante empresa líder en el mercado, busca integrar a su equipo comercial un ejecutivo de alto nivel, con...",ayer
6406,se precisa urgente,empleo destacado,auxiliar de aseo experiencia en hoteles y hospitales,logistica laboral s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-logistica-laboral-sas-C5CD5BCC5BF121BC,"4,2","antioquia, rionegro",reconocido hotel en el municipio de rionegro se encuentra en la busqueda de personal para el cargo de camareras con un...,ayer
6407,se precisa urgente,empleo destacado,asesor/a,lcs colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-lcs-colombia-D8091F7D6F772F26,...,"bogotá, d.c., bogotá, d.c.","promocionar las ventas y servicio por la página web y canales virtuales como: facebook, instagram, olx, mercado libre,...",ayer
6408,se precisa urgente,empleo destacado,líder logístico,apoyo logistico y operativo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-apoyo-logistico-y-operativo-sas-6AC6AC0A69B88C13,"4,4","cundinamarca, funza","en logyser estamos viviendo un momento de crecimiento exponencial, contamos con 1.300 colaboradores a nivel nacional y...",ayer
6409,...,empleo destacado,vendedor,grupo wonder,https://co.computrabajo.com/grupowonder,"4,6","bolívar, cartagena de indias",importante empresa del sector comercial dedicada a la venta de electrodomesticos y enseres para el hogar se encuentra...,ayer
6410,...,...,ejecutivo vinculador empresarial seguros bolívar,seguros comerciales bolivar s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-seguros-comerciales-bolivar-FE9F6D745AAED4DB,"4,6","atlántico, barranquilla",en seguros bolívar juntos transformamos retos en oportunidades.estamos buscando nuestro(a) próximo(a)asesor vinculador...,ayer
6411,...,empleo destacado,asesor comercial financiero/cajero,banco unión western union,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-giros-y-finanzas-4EDBED6DF19570F6,"4,4","antioquia, medellín","importante compañía de financiamiento, se encuentra en la búsqueda de asesores comerciales con experiencia y manejo...",ayer
6412,...,...,asesor comercial y cajero financiero,banco unión western union,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-giros-y-finanzas-4EDBED6DF19570F6,"4,4","antioquia, rionegro","importante compañía de financiamiento, se encuentra en la búsqueda de asesores comerciales con experiencia y manejo...",ayer
6413,...,...,asesor comercial financiero,banco unión western union,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-giros-y-finanzas-4EDBED6DF19570F6,"4,4","antioquia, medellín","importante compañía de financiamiento, se encuentra en la búsqueda de asesores comerciales con experiencia y manejo...",ayer
6414,...,...,asesor comercial para apoyo de temporada en ventas,moda oxford s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-moda-oxford-sa-E38E099F5A0C43A0,"4,2","bogotá, d.c., bogotá, d.c.","empresa del sector textil requiere para su equipo de trabajo personal de apoyo para la temporada, personas que...",ayer
6415,se precisa urgente,empleo destacado,desarrollador apps hibridas android ios,...,...,...,"bogotá, d.c., bogotá, d.c.","con más de 22 años de experiencia, está en la búsqueda de desarrolladores de aplicativos móvil apps, para uno de los...",ayer
6416,se precisa urgente,empleo destacado,asesor/a atención al cliente chat ¡contratación inmediata!,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín",¡ey tú! sabemos que tienes el talento k! y te estamos buscando... transformar vidas es un reto que nos conecta y cada...,ayer
6417,...,...,asistente recursos humanos,marcela sierra vasquez,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-marcela-sierra-vasquez-16588FDAE5C0D572,...,"antioquia, medellín",se requiere asistente de recursos humanos para realizar todos los procesos relacionados con seguridad social tales...,ayer
6418,se precisa urgente,empleo destacado,auxiliar contable,...,...,...,"valle del cauca, cali","empresa confidencial, con reconocida trayectoria en el mercado colombiano, se encuentra desarrollando un nuevo...",ayer
6419,se precisa urgente,empleo destacado,representante de ventas bogota,...,...,...,"cundinamarca, funza",importante compañía requiere representante de ventas en bogotá mínimo 4 años en cargos de asesoría comercial y/o...,ayer
6420,...,...,ingeniero biomedico,salud ocupacional de los andes limitada,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-salud-ocupacional-de-los-andes-ltda-4445624D3A85D4F4,...,"bogotá, d.c., bogotá, d.c.","importante ips solicita para su equipo de trabajo, profesional en ingeniería biomédica. sus principales funciones son:...",ayer
6421,...,...,ejecutiva de televentas,cabarria iqa s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cabarria-iqa-sas-139FD29F97368445,"4,2","cundinamarca, cajicá","empresa del sector industrial requiere para su equipo de trabajo, ejecutiva de televentas que brinde apoyo al area...",ayer
6422,se precisa urgente,empleo destacado,jefe de taller,autollantas nutibara s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-autollantas-nutibara-sa-CCD0AA2F7EB43B76,...,"antioquia, medellín",compañía del sector automotriz requiere para su equipo de trabajo tecnólogo o ingeniero en el área automotriz o afines...,ayer
6424,...,...,asistente comercial espinal,actuar tolima,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-actuar-tolima-2E57D9E3FFC5F1F3,"4,6","tolima, espinal","se requiere asistente comercial debe vivir en el municipio del espinal, con estudios técnicos o tecnológicos en áreas...",ayer
6425,...,empleo destacado,soldador termofusión de corte y reinstalación,diseños y construcciones de colombia s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-disenos-y-construcciones-de-colombia-074C4A0204D0BD10,...,"cesar, valledupar",perfil : se requiere técnico soldador para corte y reinstalaciones desde acometidas con experiencia mínima de 6 meses...,ayer
6426,...,...,auxiliar de patio,colserauto sa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-colserauto-sa-69D3383AE330CC36,"4,4","bogotá, d.c., bogotá, d.c.","técnico, tecnólogo o estudiante de primeros semestres de ingeniería mecánica con experiencia de seis meses en el...",ayer
6427,...,...,lider de proyectos,colserauto sa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-colserauto-sa-69D3383AE330CC36,"4,4","bogotá, d.c., bogotá, d.c.",importante empresa del sector del sector de servicio automotriz requiere para su equipo de trabajo: líder de...,ayer
6428,...,empleo destacado,agente de call center,cali express ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cali-express-ltda-2ABBFF41F5D41434,"4,0","valle del cauca, cali","importante empresa del sector, la cual se encarga de realizar las ventas de los productos y servicios ofrecidos por...",ayer
6429,...,...,asesora integral con o sin experiencia,...,...,...,"cundinamarca, soacha","se requieren vendedores, con excelente actitud y disposición de servicio al cliente, gusto por las ventas y el área...",ayer
6430,...,...,mensajero,cooperativa multiactiva de servicios solidarios copservir ltda.,https://co.computrabajo.com/copservir,"4,5","casanare, yopal",el mensajeroes la persona encargada deprestar un excelente servicio al cliente para satisfacer sus necesidades...,ayer
6431,...,...,asesora comercial,...,...,...,"bogotá, d.c., bogotá, d.c.","reconocida empresa de servicios, requiere para su equipo de trabajo asesoras comerciales que residan en bogotá con...",ayer
6432,...,empleo destacado,asesor comercial externo,camposanto metropolitano,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-arquidiocesis-de-cali-camposanto-metropolitano-3710E8FAE98227F5,...,"valle del cauca, cali","nos encontramos en la búsqueda de bachiller, técnico o tecnólogo en carreras comerciales o administrativas, con...",ayer
6433,...,empleo destacado,asesor comercial,cooperativa minuto,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-coopuniminuto-638C8EAC4BA4C2A7,"4,2","bogotá, d.c., bogotá, d.c.","haz parte de nuestro talento humano excepcional, ¡trabaja con nosotros! importante empresa del sector financiero...",ayer
6434,...,...,aprendiz del area tecnica,seguridad nacional ltda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-seguridad-nacional-ltda-DD52681422BBE85D,"4,3","risaralda, pereira","se requiere aprendiz tipo sena, para el área técnica con conocimientos en cableado estructurado y redeso áreas afines,...",ayer
6435,...,...,auxiliar de servicio al pasajero,talma colombia,https://co.computrabajo.com/talma,"4,4","bolívar, cartagena de indias",empresa colombiana líder en servicios aeroportuarios con mayor presencia en aeropuertos de latinoamérica busca para su...,ayer
6436,...,...,asesor comercial bogotá,cooperativa minuto,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-coopuniminuto-638C8EAC4BA4C2A7,"4,2","bogotá, d.c., bogotá, d.c.","haz parte de nuestro talento humano excepcional, ¡trabaja con nosotros! importante empresa del sector financiero...",ayer
