,tags_urgents,tags_featured,jobs_title,companies_name,companies_link,companies_calcifications,companies_locations_after,short_descriptions,how_longs
2100,se precisa urgente,empleo destacado,auxiliar de almacen / sector logistico,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","antioquia, bello",cargo: auxiliar de almacen estudios: bachiller certificado salario: : 1.000.000 + aux. transporte + prestaciones ...,hace 7 días
2101,...,...,cajeros operativos.auxiliares de bodega. auxiliar logístico turnos rotativos,prosegur gestion de activos colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-prosegur-gestion-de-activos-colombia-sas-D0D3DFD4185124AA,"4,3","norte de santander, cúcuta",importante multinacional requiere para su equipo de trabajo hombres y mujeres bachilleres con experiencia mínima de 1...,hace 7 días
2102,...,...,auxiliar logístico bachiller,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, madrid","importante empresa esta en búsqueda de auxiliares logístico paraejecutar los procedimientos del centro logístico,...",hace 7 días
2103,...,...,"cajeros operativos, auxiliares de logística, bodega o producción turnos rotativos",prosegur gestion de activos colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-prosegur-gestion-de-activos-colombia-sas-D0D3DFD4185124AA,"4,3","risaralda, pereira",importante multinacional requiere para su equipo de trabajo hombres y mujeres bachilleres con experiencia mínima de 1...,hace 7 días
2104,...,...,coordinador operaciones logísticas cali,eficol sas,https://co.computrabajo.com/eficol,...,"valle del cauca, cali",importante compañía requiere coordinador de operaciones logísticas en la ciudad de cali. sera la persona encargada de...,hace 7 días
2105,...,...,houseman logística de eventos,asignar s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-asignar-sas-CAF61B6D87C264DF,"4,0","bogotá, d.c., bogotá, d.c.",prestigiosa cadena hotelera en la ciudad de bogotá se encuentra en la búsqueda de personal para desempeñar el cargo de...,hace 7 días
2106,...,...,jefe de logistica,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","valle del cauca, cali","importante empresa del sector industrial dela cuidad de cali, requiereprofesional en logística o afines, con...",hace 7 días
2107,...,...,auxiliar logístico en planta de producción,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, facatativá","importante compañía multinacional dedicada a la fabricación y venta de productos de belleza y cosméticos, necesita...",hace 7 días
2109,...,empleo destacado,auxiliar de mantenimiento de logística,telcos ingeniería s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-telcos-ingenieria-sa-35D9EA41E924D813,"4,0","valle del cauca, cali",¡queremos que hagas parte de nuestro equipo de trabajo! importante empresa colombiana del sector de...,hace 7 días
2111,...,...,"operarias de producción, logísticas , aux operativas o de bodega",nexarte servicios temporales s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-nexarte-servicios-temporales-sa-584B486BED116B1E,"4,2","bogotá, d.c., bogotá, d.c.","reconocidamultinacional de alimentos requiere para contratación inmediata 150 operari@s de prodcucción, logisticos o...",hace 7 días
2112,...,...,supervisor logistico,summar temporales sas,https://co.computrabajo.com/summar,"4,2","valle del cauca, cali",empresa del sector de servicios se encuentra en la búsqueda de tecnólogo o profesional en carreras administrativas...,hace 7 días
2113,...,...,mensajero empresa logistica,complementos humanos,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-complementos-humanos-20DDCDF8A8BEDA1B,"4,3","caldas, manizales","empresa de logistica requiere para su vinculacion mensajero motorizado. debe realizar proceso de entrega de mercancia,...",hace 7 días
2114,...,...,operario de logística,...,...,...,"antioquia, la estrella",se requiere de un hombres entre los 25 y los 40 años con experiencia mínimo de 2 años en procesos logísticos como...,hace 7 días
2115,...,...,auxiliar logístico,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","antioquia, la ceja",importante avícola busca para su equipo de trabajo personal para trabajar como auxiliar punto de venta con...,hace 7 días
2116,...,empleo destacado,auxiliar logístico,hierros de occidente ferreterias sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hierros-de-occidente-ferreterias-sas-477F519FF4D7301C,"4,4","risaralda, pereira","empresa requiere auxiliar logístico con experiencia preferiblemente en ferretería. metalmecánica o construcción, para...",hace 7 días
2117,...,...,"auxiliar de bodega, logístico o construcción",multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","antioquia, medellín","importante empresa de alimentos, se encuentra en la búsqueda de personal con 9° bachiller en adelante para ejercer el...",hace 7 días
2118,...,...,coordinador de seguridad,logytech mobile,https://co.computrabajo.com/logytechmobile,"4,1","bogotá, d.c., bogotá, d.c.",supervisor de seguridad importante empresa del sector logístico y bpo se encuentra en busca de supervisor de...,hace 7 días
2120,...,...,aprendiz en gestión logística etapa productiva patrocinio,envia s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-envia-mercancia-y-mensajeria-colvanes-sas-96A2767681ABFACB,"4,3","antioquia, medellín","importante empresa del sectorse encuentra en la búsqueda de aprendiz técnico o tecnólogo en gestión logística, persona...",hace 7 días
2121,...,empleo destacado,analista de operaciones,...,...,...,"bogotá, d.c., bogotá, d.c.",compañía del sector logístico y de transporte requiere para su equipo de trabajo tecnólogo en logística o carreras a...,hace 7 días
2122,...,...,auxiliares operativos o auxiliares logísticos con licencia c1,sgs colombia s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-sgs-colombia-sa-49E91026D10F9EA9,"4,3","antioquia, medellín","sgs colombia sas fontibón auxiliares operativos o auxiliares logísticos con licencia c1- vigente, sin multas técnico o...",hace 7 días
2123,...,...,auxiliar logistico de ruta,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","antioquia, medellín",importante empresa requiere para su equipo de trabajo auxiliar de entrega de ruta para cubrir temporada con 6 meses de...,hace 7 días
2124,...,...,auxiliar de logistica,...,...,...,"santander, floridablanca","esta oportunidad puede ser para ti, lee los siguientes requisitos y si cumples, aplica con tu hoja de vida actualizada...",hace 7 días
2125,se precisa urgente,empleo destacado,auxiliar in house,transportadora la prensa del valle s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-transportadora-la-prensa-del-valle-sas-34642FE75FBE5869,"4,2","risaralda, dosquebradas","empresa del sector de transporte de carga ubicada en dosquebradas en el centro logístico vía el pollo, requiere...",hace 7 días
2126,...,...,coordinador logístico,expreso bolivariano,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-expreso-bolivariano-08B6DD1C44676287,"4,3","bogotá, d.c., bogotá, d.c.","importante empresa del sector de transporte, requiere para su equipo de trabajo, coordinador de envíos o encomiendas a...",hace 7 días
2127,...,empleo destacado,auxiliar logistico/ bodega tenjo,t&s temservice s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ts-temservice-sas-6A5CE98DE2C370B0,"4,1","cundinamarca, tenjo","estamos buscando operarios bachiller con 6 meses de experiencia realizando labores de cargue, descargue, operarios...",hace 7 días
2128,...,empleo destacado,auxiliar logístico experiencia en alistamiento y despacho,jerónimo martins colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-jeronimo-martins-colombia-sas-81967659A147CC7A,"4,5","valle del cauca, yumbo",en tiendas ara nuestro propósito es democratizar alimentos de calidad para que estén al alcance de todos los...,hace 7 días
2129,se precisa urgente,empleo destacado,supernumerario operativo,transportadora la prensa del valle s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-transportadora-la-prensa-del-valle-sas-34642FE75FBE5869,"4,2","risaralda, dosquebradas","empresa del sector de transporte de carga ubicada en dosquebradas en el centro logístico vía el pollo, requiere...",hace 7 días
2130,...,...,auxiliar logístico y de almacén,time jobs,https://co.computrabajo.com/timejobs,...,"antioquia, medellín",importante compañía requiere para su equipo de trabajo un auxiliar de bodega con experiencia mínima de 6 meses a 1 año...,hace 7 días
2131,...,empleo destacado,operador logístico/temporada/ floridablanca,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","santander, bucaramanga","importante empresa del sector se encuentra en búsqueda de personal con experiencia en surtido, operación logística...",hace 7 días
2132,...,...,auxiliares logísticos temporada,complementos humanos,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-complementos-humanos-20DDCDF8A8BEDA1B,"4,3","valle del cauca, cali",importante empresa logística requiere para su vinculación auxiliarque viva en la ciudad de cali para realizar labores...,hace 7 días
2133,...,empleo destacado,auxiliar logístico,jerónimo martins colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-jeronimo-martins-colombia-sas-81967659A147CC7A,"4,5","valle del cauca, yumbo",en tiendas ara nuestro propósito es democratizar alimentos de calidad para que estén al alcance de todos los...,hace 7 días
2134,se precisa urgente,empleo destacado,auxiliar logistico,casa y confort sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-casa-y-confort-sas-6EC584EE28167FC3,...,"cundinamarca, mosquera","importante empresa del sector fabricación de muebles, colchones y somieres. requiere para su equipo de trabajo...",hace 7 días
2135,...,empleo destacado,"aprendiz técnico administrativo secretariado, logístico o carreras a fines",hogar y moda,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hogar-y-moda--7BA16FDF9FE43AD9,"4,2","antioquia, medellín","ojo leer antes de aplicar si cumple con los requisitos somos una organización centrada en las personas, con un...",hace 7 días
2136,...,empleo destacado,auxiliar logístico con curso de alturas vigente,persom s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-persom-sas-B9611C4E4431CB92,"4,1","antioquia, medellín","¡¡ estas buscando estabilidad laboral, esta oportunidad es para ti!! importante empresa del sector plástico...",hace 7 días
2137,...,empleo destacado,operador logístico/ temporada / pereira,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","risaralda, pereira","importante empresa del sector se encuentra en búsqueda de personal con experiencia en surtido, operación logística...",hace 7 días
2138,...,empleo destacado,jefe logística con experiencia en,linea directa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-linea-directa-EC8A46BC0EAC82B6,"4,7","antioquia, la estrella","línea directa s.a.s (marcas carmel, pacifika, loguin, yerbabuena y real human) es una empresa dedicada a la producción...",hace 7 días
2139,...,...,aprendiz de logística o áreas a fines medellin 3016,outsourcing servicios informaticos s a outsourcing s a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-outsourcing-contact-center-E8B4C78F158F6B62,"4,3","antioquia, medellín","oferta para la ciudad de medellin barrio laureles se solicita aprendiz técnico o tecnologo de almacen, logistica,...",hace 7 días
2140,...,empleo destacado,líder comercial y logístico,complementos humanos,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-complementos-humanos-20DDCDF8A8BEDA1B,"4,3","antioquia, medellín","importante empresa de transporte terrestre, requiere para su equipo comercial un lider comercial, una persona con...",hace 7 días
2141,...,...,auxiliares logisticos temporada pereira,complementos humanos,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-complementos-humanos-20DDCDF8A8BEDA1B,"4,3","risaralda, pereira",importante empresa logística requiere para su vinculación auxiliarque viva en la ciudad de pereira para realizar...,hace 7 días
2142,se precisa urgente,empleo destacado,auxiliar de operaciones,makro supermayorista s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-makro-supermayorista-sa-174D8893AB53079A,"4,3","antioquia, medellín","garantizar el cumplimiento de las rutinas y procedimientos durante la operación, en las áreas de recibo de mercancía,...",hace 7 días
2143,...,...,analista logístico,agrac s.a.s,https://co.computrabajo.com/agrac-sas,...,"valle del cauca, yumbo","tecnólogo o estudiante universitario en logística, ingeniería industrial o carreras afines, con experiencia en cargos...",hace 7 días
2144,se precisa urgente,...,operadores logísticos o ayudantes de bodega con o sin experticia,activos s a s,https://co.computrabajo.com/activos,"4,2","bogotá, d.c., bogotá, d.c.",empresa del sector logístico requiere para su equipo de trabajo bachilleres con o sin experiencia que busquen...,hace 7 días
2145,...,...,supervisor logístico,...,...,...,"valle del cauca, cali",importante empresa del sector automotriz; requiere supervisor logístico para trabajar en la ciudad de cali con...,hace 7 días
2147,...,...,auxiliar de bodega,...,...,...,"valle del cauca, cali",importante empresa del sector está en búsqueda de auxiliares de bodega o logística con dos años de experiencia que...,hace 7 días
2148,...,...,auxiliar de bodega,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa esta en busqueda de auxiliares de bodega o logistica para realizar las siguientes funciones. 1....,hace 7 días
2149,...,...,supervisor logístico,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa del sector automotriz; requiere supervisor logístico con experiencia mínima de 2 años, desempeñando...",hace 7 días
2150,...,...,auxiliar logístico,jerónimo martins colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-jeronimo-martins-colombia-sas-81967659A147CC7A,"4,5","valle del cauca, cali",en tiendas ara nuestro propósito es democratizar alimentos de calidad para que estén al alcance de todos los...,hace 7 días
2151,...,empleo destacado,jefe de transporte con experiencia en,linea directa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-linea-directa-EC8A46BC0EAC82B6,"4,7","antioquia, la estrella","línea directa s.a.s (marcas carmel, pacifika, loguin, yerbabuena y real human) es una empresa dedicada a la producción...",hace 7 días
2152,...,empleo destacado,operador logístico/ temporada / ibague,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","tolima, ibagué","importante empresa del sector se encuentra en búsqueda de personal con experiencia en surtido, operación logística...",hace 7 días
2153,...,empleo destacado,auxiliar de compras,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","bogotá, d.c., bogotá, d.c.","reconocida empresa del sector logístico, requiere auxiliares de compras, para contratación inmediata requisitos:...",hace 7 días
2154,se precisa urgente,empleo destacado,director/jefe operaciones logísticas,altipal s.a.,https://co.computrabajo.com/altipal,"4,3","bogotá, d.c., bogotá, d.c.",altipal s.a.s empresa de distribución busca líder estratégico para la operación logística de la zona centro del país...,hace 7 días
2155,se precisa urgente,...,auxiliar logístico,fuera de serie ishajon s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-fuera-de-serie-ishajon-sas--1F00A387149F09E1,"4,1","cundinamarca, funza",importante empresa de moda femenina se encuentra en la búsqueda de auxiliares logísticos para laborar en centro de...,hace 7 días
2156,...,...,coordinador de logística (distribución),...,...,...,"antioquia, medellín","requisitos: estudios avanzados de ingeniería, administración, logística experiencia previa de 2 años como coordinador...",hace 7 días
2157,...,empleo destacado,operador logístico/ temporada / calí,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","valle del cauca, cali","importante empresa del sector se encuentra en búsqueda de personal con experiencia en surtido, operación logística...",hace 7 días
2158,...,...,auxiliar logistico parque industrial celta siberia,dislicores s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dislicores-sa-B4C48B5D331CC075,...,"cundinamarca, siberia",importante empresa dislicores ofrece el cargo de auxiliar logístico con experiencia de 1 años en conocimiento...,hace 7 días
2159,...,...,auxiliar logístico,gestion y compromiso,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-asem-consultores-sas-2FA4CFE93F47F410,"4,1","antioquia, medellín",importante empresa del sector vidriero busca integrar a su equipo de trabajo auxiliares de logística con experiencia...,hace 7 días
2160,...,empleo destacado,gran convocatoria/auxiliar logistico,sero s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-sero-sas-0D49BE65EE135618,"4,3","bogotá, d.c., bogotá, d.c.","¡estas en busqueda de estabilidad laboral, esta es tu gran oportunidad! empresa del sector alimentos, busca para su...",hace 7 días
2161,se precisa urgente,empleo destacado,supervisor logistico jr.,grupo diana - negocio alimentos,https://co.computrabajo.com/dianacorporacion,"4,4","norte de santander, cúcuta",en arroz diana nos encontramos en búsqueda de supervisor logístico jr. para la ciudad de cúcuta (molino santa clara)....,hace 7 días
2162,...,empleo destacado,auxiliar logístico cuartos fríos,t.h soluciones group s.a.s.,https://co.computrabajo.com/thsoluciones,...,"bogotá, d.c., bogotá, d.c.",• realizar el alistamiento de los pedidos. • apoyar en las distintas funciones de logística y despachos que requiera...,hace 7 días
2163,se precisa urgente,empleo destacado,analista de importaciones y logística,...,...,...,"bogotá, d.c., bogotá, d.c.","experiencia mínima de 3 años en cargos de importaciones o exportaciones, logística, distribución y transporte en el...",hace 7 días
2164,...,...,supervisor de transporte y logística alimentaria,...,...,...,"bogotá, d.c., bogotá, d.c.",hola! estamos buscando tu talento para unirte a nuestro equipo de trabajo! buscamos un supervisor de despacho y...,hace 7 días
2165,...,empleo destacado,auxiliar logístico bodega,gi group colombia,https://co.computrabajo.com/gigroupcolombia,...,"cundinamarca, facatativá",importante empresa del sector logístico ubicado en el parque empresarial latam siberia- cundinamarca busca para su...,hace 7 días
2166,...,empleo destacado,estudiantes para técnica en logística sena,dollarcity,https://co.computrabajo.com/dollarcityco,...,"antioquia, medellín",nuestra reconocida empresa del sector retail dollarcity se encuentra en la búsqueda de bachilleres que quieran iniciar...,hace 7 días
2167,...,...,aprendiz técnico o tecnólogo en logística,importadoras asociadas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-importadoras-asociadas-8CA21AEEE0735253,...,"antioquia, medellín",importadoras asociadas es una de las empresas colombianas con mayor reconocimiento y trayectoria en el sector...,hace 7 días
2168,...,empleo destacado,auxiliar logístico conductor reem de vacaciones,ingenieria y gestion administrativa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ingenieria-y-gestion-administrativa-0628060BD2775D30,"4,4","antioquia, medellín",importante empresa de servicios del sector energético y de telecomunicaciones requiere de una persona que sea...,hace 7 días
2169,...,...,auxiliar logístico y/o ruta,persom s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-persom-sas-B9611C4E4431CB92,"4,1","tolima, ibagué","sabemos que buscas crecimiento y estabilidad laboral, esta es una oportunidad para ti. desde persom sas, te brindamos...",hace 7 días
2170,...,...,operador logístico / medellín,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","antioquia, medellín","importante empresa del sector se encuentra en búsqueda de personal con experiencia en surtido, operación logística...",hace 7 días
2171,...,...,auxiliar operativo logistico,...,...,...,"bolívar, cartagena de indias","importante empresa solicita bachiller académico o técnico en logística o afines, con mínimo seis (6) meses de...",hace 7 días
2172,...,...,aprendiz logistica,coordinadora mercantil s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-coordinadora-mercantil-sa-A81F2D9239A51EC8,"4,4","atlántico, barranquilla","en coordinadora empresa líder en el sector logístico tenemos una oferta lista para ti, nuestro equipo de operaciones...",hace 7 días
2174,...,...,asistente logístico con licencia,sgs colombia s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-sgs-colombia-sa-49E91026D10F9EA9,"4,3","bogotá, d.c., bogotá, d.c.","sgs es líder mundial en inspección, verificación, análisis y certificación. está considerada como principal referente...",hace 7 días
2175,...,...,lider de logistica transporte de alimentos,...,...,...,"bolívar, cartagena de indias","importante empresa del sector comercial busca líder de logistica y distribución, encargado de supervisarel control...",hace 7 días
2176,...,...,auxiliar logístico de reparto,sero s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-sero-sas-0D49BE65EE135618,"4,3","bogotá, d.c., bogotá, d.c.",en sero sas requerimos para importante empresa de chocolates. auxiliar logístico de reparto. formación: bachiller...,hace 7 días
2177,...,...,auxiliar de logística,pinturas algreco s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hexion-quimica-de-colombia-0CBBC708BA746778,...,"valle del cauca, yumbo","se requiere personal auxiliar en logística, bachiller, técnicoencarreras afines al área administrativa y/o ingeniería...",hace 7 días
2178,...,...,auxiliar logistico,galaxy potencia humana s.a.s,https://co.computrabajo.com/galaxy-potencia-humana-sas,...,"antioquia, medellín",importante empresa de transporte de encomiendas necesita personal para realizar: - cargue y descargue de las...,hace 7 días
2179,se precisa urgente,empleo destacado,analista de operaciones,lexia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-lexia-1C657FCE6929CEE2,...,"bogotá, d.c., bogotá, d.c.",equipo de operaciones: • el equipo de operaciones es responsable del seguimiento de nuestras operaciones logísticas...,hace 7 días
2180,...,empleo destacado,auxiliares logistico de cargue y descargue,loyal logistica y servicios s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-loyal-logistica-y-servicios-sas-464F0615074904CE,...,"antioquia, medellín",importante empresa de sector logístico de medellín requiere para su equipo de trabajo auxiliares logísticos de cargue...,hace 7 días
2181,...,...,supervisor logístico,...,...,...,"valle del cauca, cali",importante empresa del sector industrial automotriz; requiere supervisor logístico para trabajar en la ciudad de cali...,hace 7 días
2182,se precisa urgente,empleo destacado,supervisor de operaciones,blu logistics colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-blu-logistics-colombia-1E2EBFCED3D969E6,"4,1","antioquia, la estrella","somos exxe logística, empresa aliada del grupo blu logistics. con más de 27 años de experiencia en el transporte de...",hace 7 días
2183,...,...,coordinador logístico,...,...,...,"antioquia, medellín",importante importadora de equipos médicos busca para su equipo de trabajo al coordinador de logística para a acompañar...,hace 7 días
2184,...,...,coordinador logístico,ventas doble g s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ventas-doble-g-sas-0F4C32ABD3093B85,...,"antioquia, itagüí",experiencia mínima de 1 año en el cargo direccionando las actividades derivadas del proceso logístico en bodega:...,hace 7 días
2185,...,...,auxiliar de bodega,importadoras asociadas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-importadoras-asociadas-8CA21AEEE0735253,...,"antioquia, medellín",importadoras asociadas es una de las empresas colombianas con mayor reconocimiento y trayectoria en el sector...,hace 7 días
2186,...,empleo destacado,auxiliar de almacén logistica,ingenieria y gestion administrativa,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ingenieria-y-gestion-administrativa-0628060BD2775D30,"4,4","antioquia, medellín",importante empresa de servicios del sector energético y de telecomunicaciones requiere de una persona que sea...,hace 7 días
2187,...,...,coordinador sac servicios logisticos,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa del sector logístico requiere para su equipo de trabajo, profesionales en negocios internacionales,...",hace 7 días
2188,...,...,jefe de almacén y logistica,...,...,...,"bogotá, d.c., bogotá, d.c.",comercializadora requiere para su equipo de trabajo tecnólogo en logistica o carreras relacionadas para ocupar el...,hace 7 días
2189,...,...,operarios y operarias de logistica,empresa de servicios temporales crecimiento organizacional sostenibles s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-empresa-de-servicios-temporales-crecimiento-organizacional-sostenibles-sas-D4FEBCD324A65750,...,"bogotá, d.c., bogotá, d.c.","• realizar funciones de operaciones logísticas. • buen manejo del trabajo en equipo, comunicación asertiva. • manejo...",hace 7 días
2190,...,...,auxiliar de almacen logistica con o sin experiencia,cafam,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cafam-9E92A9848A9F09A4,"4,5","tolima, melgar","buscas ser parte de una cultura de alto desempeño, comprometida con lo social? si es así, te invitamos a participar en...",hace 7 días
2191,...,empleo destacado,operador logístico/ bodeguero/ surtidor,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","antioquia, medellín","importante multinacional se encuentra en búsqueda de personal con experiencia en surtido, operación logística cargue y...",hace 7 días
2192,...,...,auxiliar logístico,operadora avícola colombia s.a.s,https://co.computrabajo.com/operadoraavicolacolombia,...,"bogotá, d.c., bogotá, d.c.","¡hola!, en avícola triple a sas del grupo bios, estamos buscando tecnólogo en logística, administrativos o afines para...",hace 7 días
2193,...,...,personal logístico para cargue y descargue de canales,cialta s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-cialta-sas-1209726EA4837EFC,"4,2","bogotá, d.c., bogotá, d.c.","empresa de alimentos cárnicos, ubicada en fontibón hb; se encuentra en búsqueda de personal masculino con excelente...",hace 7 días
2194,se precisa urgente,empleo destacado,buscamos en bogotá (vía siberia) almacenista con experiencia y manejo de excel y erp,...,...,...,"bogotá, d.c., bogotá, d.c.","empresa con trayectoria busca para la ciudad de bogotá ,almacenista, personaltécnico o tecnólogo en logística o...",hace 7 días
2195,...,empleo destacado,auxiliar logistico,"gestion de recursos temporales s.a.s. ""gr temporales s.a.s.""",https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gestion-de-recursos-temporales-sas-gr-temporales-sas-30845FB44281647B,"4,1","antioquia, medellín","te ofrecemos la oportunidad de trabajar como auxiliar logistico, en una reconocida empresa del sector de plásticos...",hace 7 días
2196,...,empleo destacado,lider logístico y compras,pc champion,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-pc-champion-F362B5C385516E80,"4,0","antioquia, caldas",portar de forma adecuada e impecable el uniforme asignado por la organización. apoyar en la limpieza y orden de la...,hace 7 días
2197,...,...,auxiliar de control docuemental,domina entrega total s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-domina-entrega-total-sas-0D7C1BC2479CF282,"4,3","atlántico, barranquilla","buscamos técnico o tecnólogo en administración, archivo, servicio al cliente o afines. con conocimiento de excel...",hace 7 días
2198,...,empleo destacado,auxiliar de bodega,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","atlántico, barranquilla",importante y reconocida empresa dedicada al almacenamiento de insumos de farma. estamos en búsqueda de los mejores...,hace 7 días
2199,...,...,auxiliar logística y despacho,tmq carga s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-tmq-carga-sa-631082AE3D6D5A20,"4,0","valle del cauca, cali","perfil: responsable de la logística, despachos de vehículos y operación de la mercancía. educación: técnico, tecnólogo...",hace 7 días
2200,...,...,auxiliar de vehiculó /logístico,transportes clavijo sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-transporte-clavijo-y-cia-ltda-DC5E55D2A2CC5CB2,"4,2","bogotá, d.c., bogotá, d.c.",empresa del sector logística y transporte se encuentra en búsqueda de auxiliar de vehículo para bogota con experiencia...,hace 7 días
2201,...,...,auxiliar de vehiculó /logístico,transportes clavijo sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-transporte-clavijo-y-cia-ltda-DC5E55D2A2CC5CB2,"4,2","antioquia, medellín",empresa del sector logística y transporte se encuentra en búsqueda de auxiliar de vehículo para medellin con...,hace 7 días
2202,...,...,coordinador/a,central truth,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-central-truth-1863B202B0AAC91A,"4,4","valle del cauca, cali","gestionar compras y aprovisionamiento de productos de acuerdo al procedimiento de compras, supervisar los procesos de...",hace 7 días
2203,...,...,conductor super numerario,biomovil sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-biomovil-sas-EA311DDCF69B2BA2,...,"antioquia, itagüí","conducir de forma segura el vehículo operar maquinaria específica de la empresa, según los parámetros...",hace 7 días
